key,program_type,catalog_url,duration,difficulty,title,summary,skills
cd0043,PaidCourse,https://www.udacity.com/course/foundations-of-agile-and-agile-frameworks--cd0043,27 days,Beginner,Foundations of Agile and Agile Frameworks,"In this course, you will be introduced to The Agile Mindset and how it sets the tone for ""Being"" Agile versus just ""Doing"" Agile. You will learn to leverage The Agile Manifesto as the foundation for all Agile Frameworks, as well as identify the practical differences between Agile and Waterfall approaches. You will then take a deep dive into Agile Teams and Governance and apply best practices of both in order to deliver immense business value. By the end of this course, you will master characteristics of three of the more popular Agile Frameworks being utilized across all industries, which are Scrum, Kanban and XP, as well as apply The Agile Manifesto to deliver practical value in Agile teams and organizations.","['Agile fluency', 'Agile frameworks', 'Agile governance', 'Agile manifesto', 'Building agile teams', 'Kanban', 'Scrum', 'Waterfall project management', 'Xp framework']"
cd0042,PaidCourse,https://www.udacity.com/course/delivering-value-with-agile-planning-and-prioritization--cd0042,24 days,Beginner,Delivering Value with Agile Planning and Prioritization,"The Agile approach to planning is an iterative process that focuses on delivering value to the customer.  In this course, you will be introduced to the high level aspects of agile planning, including product vision and roadmaps. You will also learn how to manage requirements at the tactical level, including gathering, writing, and prioritizing requirements using agile techniques from each of the major frameworks. Finally, you will learn different approaches to estimating work and how to build release and iteration plans that help the team continuously deliver value. At the end of the course, you will be equipped with the tools and techniques they need to apply Agile Planning and Prioritization within a team or organization to deliver value more efficiently.","['Acceptance criteria', 'Agile fluency', 'Backlog management', 'CI/CD', 'Definition of done', 'Feature prioritization', 'Minimal viable products', 'Product backlogs', 'Product iteration planning', 'Product release planning', 'Product roadmaps', 'Sprint planning', 'User stories']"
cd0041,PaidCourse,https://www.udacity.com/course/data-architecture-foundations--cd0041,28 days,Advanced,Data Architecture Foundations,"In this course, you will cover the foundations of data architecture.","['3rd normal form', 'Conceptual erds', ""Crow's foot notation"", 'Crud model', 'Data architecture fluency', 'Data definition language', 'Data governance fluency', 'Data ingestion', 'Data manipulation language', 'Data storage', 'Database flexibility', 'Database normalization', 'Database performance', 'Database scalability', 'Database schemas', 'ETL', 'Erds', 'Logical erds', 'Lucidchart', 'Physical erds', 'PostgreSQL', 'SQL CRUD commands']"
cd0040,PaidCourse,https://www.udacity.com/course/leveraging-data-in-iterative-product-design--cd0040,29 days,Intermediate,Leveraging Data in Iterative Product Design,"In this course, you will learn how to apply conversion funnels, perform segment analysis, and use both quantitative and qualitative data in the iterative design cycle to improve your product. In the project, you will have the opportunity to apply the skills you learn to identify areas for product improvements and design a future plan.","['A/B testing', 'Acquisition funnels', 'Behavioral market segmentation', 'Cohort analysis', 'Data gathering', 'Data limitations and biases', 'Experiment control', 'Experiment design', 'Feature prioritization', 'Interpreting test results', 'Iterative product design', 'Marketing metrics', 'Multivariate testing', 'Product KPIs', 'Product feature usage metrics', 'Qualitative data analysis', 'Qualitative user research', 'Quantitative data analysis', 'Rice framework', 'Tableau visualizations']"
cd0039,PaidCourse,https://www.udacity.com/course/identity-access-management--cd0039,24 days,Intermediate,Identity Access Management,"In this part, you will build the backend for a coffee shop application. You’ll add user accounts and authentication to your application and use role-based access management strategies to control different types of user behavior in the app. ","['Application authentication', 'Application authorization', 'Application security basics', 'Auth0', 'Code reviews', 'Data encryption', 'Data security fundamentals', 'Database query sanitization', 'Git', 'Integration testing', 'Jwts', 'Postman', 'Role-based access control', 'Salt']"
cd0038,PaidCourse,https://www.udacity.com/course/intro-to-web-development--cd0038,19 days,Beginner,Introduction to Web Development,"Get acquainted with how the web works! Learn about your browser, the internet, and a filetype called HTML. HTML stands for ""Hypertext Markup Language."" HTML is the language used to create webpages. Learn the basics of HTML to create a simple web page!","['CSS', 'Code debugging', 'Devtools', 'Flexbox', 'Front-end development basics', 'HTML']"
cd0037,PaidCourse,https://www.udacity.com/course/api-development-and-documentation--cd0037,11 days,Intermediate,API Development and Documentation,"Learn how to use APIs to control and manage web applications, including best practices for API testing and documentation.","['API development', 'API documentation', 'API fluency', 'API testing', 'Cors', 'Curl', 'Flask', 'HTTP', 'Unittest']"
cd0036,PaidCourse,https://www.udacity.com/course/data-streaming-api-development-and-documentation--cd0036,16 days,Advanced,Streaming API Development and Documentation,"In this course you will grow your expertise in the components of streaming data systems, and build a real
time analytics application. Specifically, you will be able to identify components of Spark Streaming (architecture
and API), build a continuous application with Structured Streaming, consume and process data from Apache
Kafka with Spark Structured Streaming (including setting up and running a Spark Cluster), create a DataFrame
as an aggregation of source DataFrames, sink a composite DataFrame to Kafka, and visually inspect a data sink
for accuracy.","['Apache Spark', 'Base64', 'JSON', 'Kafka basics', 'Kafka connect']"
cd0034,PaidCourse,https://www.udacity.com/course/big-data-systems--cd0034,26 days,Advanced,Big Data Systems,"There are 2 main roles in the Big Data industry: Big Data Engineer and Big Data Architect. We will focus on the Architect role. We will look at the characteristics of Big Data, its business value, and how companies are using Big Data today. We study the most popular storage and processing frameworks.....aka...Big Data ecosystem components. We will dive deep into NoSQL,  how it differs from traditional relational databases, how to model, and what the tool interface looks like. Finally, we will talk about the benefits, challenges, design patterns of Data Lake technology. Your final project is based on a real-world scenario that will require you to think like an architect and build an end-to-end data lake system proposal.","['Acid properties', 'Amazon DynamoDB', 'Big data business context', 'Big data fluency', 'Cap theorem', 'Data format fundamentals', 'Data lake design patterns', 'Data lake management', 'Data lakes', 'Database frameworks', 'Database fundamentals', 'Database scalability', 'Distributed data processing', 'Distributed data storage', 'Hadoop', 'Hdfs', 'NoSQL', 'NoSQL data models']"
cd0033,PaidCourse,https://www.udacity.com/course/data-governance--cd0033,21 days,Advanced,Data Governance,"In this course, you will learn how to design a data governance solution that meets your company’s needs. First, you will learn about the different types of metadata and how to build a Metadata Management System, Enterprise Data Model, and Enterprise Data Catalog. Next, you will learn how to perform data profiling using various techniques including data quality dimensions, how to identify remediation options for data quality issues, and how to measure and monitor data quality using data quality scores, thresholds, dashboards, exceptions, and trend
reports. Finally, you will learn the concepts of Master Data and golden record, different types of Master Data Management Architectures, as well as the golden record creation and master data governance processes. ","['Conceptual erds', 'Data cleaning', 'Data governance business context', 'Data governance fluency', 'Data profiling', 'Data quality assessment', 'Enterprise data models', 'Logical erds', 'Master data management', 'Metadata management', 'Metadata management systems']"
cd0032,PaidCourse,https://www.udacity.com/course/designing-data-systems--cd0032,24 days,Advanced,Designing Data Systems,"In this course, students will learn about the major components in architecting an enterprise data system by actually designing a staging area, operational data store, and data warehouse. Students will learn the importance of creating business requirements and data artifacts that define the data in a ""Single Version of Truth."" From ingesting data into a staging database, moving the data to the operational data store where data is transformed, to ultimately accessing the data warehouse. Students will learn how the data warehouse helps eliminate data silos and bring data from across the enterprise into one central system, which can be governed and accessible by anyone in the enterprise to understand and analyze intelligent insights to address business challenges and opportunities.","['Data architecture fluency', 'Data cleaning', 'Data definition', 'Data dictionaries', 'Data ingestion', 'Data staging', 'Database normalization', 'Database schemas', 'ELT', 'Erds', 'Online analytical processing models', 'Online transactional processing models', 'Operational data store models', 'SQL queries', 'Snowflake schemas', 'Star schemas']"
cd0029,PaidCourse,https://www.udacity.com/course/data-modeling--cd0029,12 days,Intermediate,Data Modeling,Learn to create relational and NoSQL data models to fit the diverse needs of data consumers. Use ETL to build databases in PostgreSQL and Apache Cassandra.,"['Cassandradb', 'Data modeling basics', 'Database fundamentals', 'Database normalization', 'Denormalized data schemas', 'PostgreSQL', 'Star schemas']"
cd0027,PaidCourse,https://www.udacity.com/course/product-design--cd0027,16 days,Beginner,Product Design,"Once the problem has been defined and a market opportunity has been identified, it is important to create a solution that is desirable by its users. Bring an idea through concept, design, and user validation, as well as creating a spec to hand-off to engineering for development. Use design thinking methodologies to diverge in order to explore ideas, and then ultimately focus in and converge on a single idea. Map out the full concept through the creation of a prototype that can be used to validate that you’re solving a problem for real users.","['Affinity mapping', 'Crazy 8s', 'Decision matrix method', 'Evangelization', 'High fidelity prototypes', 'How might we method', 'Iterative product design', 'Press releases', 'Product KPIs', 'Product design principles', 'Product design sprints', 'Product management basics', 'Product prototyping', 'Product storyboarding', 'Product success metrics', 'Product validation', 'Project evaluation', 'Solution sketching', 'Stakeholder management', 'Technical feasibility evaluation', 'Thinking hats', 'User interviews', 'User research planning']"
cd0026,PaidCourse,https://www.udacity.com/course/unsupervised-learning--cd0026,19 days,Intermediate,Unsupervised Learning,"In this course, you'll learn how to apply unsupervised learning to solve real-world problems. ","['Cluster models', 'Dbscan', 'Dimensionality reduction', 'Gaussian mixture models', 'Independent component analysis', 'K-means clustering', 'Market segmentation', 'Principal component analysis', 'Single linkage clustering']"
cd0025,PaidCourse,https://www.udacity.com/course/supervised-machine-learning--cd0025,23 days,Intermediate,Supervised Learning,"In this course, you'll learn about different types of supervised learning and how to use them to solve real-world problems. ","['Categorical data visualization', 'Chart types', 'Convolutional kernels', 'Decision trees', 'Hyperparameter tuning', 'Linear regression', 'Logistic regression', 'Model evaluation', 'Naive bayes classifiers', 'Perceptron', 'Professional presentations', 'Quantitative data visualization', 'Spam detection', 'Statistical modeling fundamentals', 'Support vector machines', 'scikit-learn']"
cd0024,PaidCourse,https://www.udacity.com/course/introduction-to-python--cd0024,28 days,Beginner,Introduction to Python ,"Learn Python programming fundamentals such as data types and structures, variables, loops, and functions.","['Anaconda', 'Built-in Python functions', 'Control flow', 'Docstrings', 'Iterators', 'List comprehension', 'NumPy', 'Pandas', 'Python best practices', 'Python data structures', 'Python data types', 'Python exception handling', 'Python function definition', 'Python ides', 'Python methods', 'Python operators', 'Python package management', 'Python scripting', 'Python syntax', 'User input handling', 'Variable scope']"
cd0023,PaidCourse,https://www.udacity.com/course/sql-for-data-analysis--cd0023,25 days,Beginner,Using SQL for Data Analysis,"SQL is one of the most versatile tools available when it comes to extracting insights from stored data.
Learn how to execute core SQL commands to define, select, manipulate, control access, aggregate, and join data and data tables. Understand when and how to use subqueries, several window functions, and partitions to complete complex tasks. Clean data, optimize SQL queries, and write select advanced JOINs to enhance analysis performance. Explain which cases you would want to use particular SQL commands and apply the results from queries to address business problems. 
","['SQL aggregations', 'SQL joins', 'SQL queries', 'SQL subqueries', 'SQL window functions']"
cd0022,PaidCourse,https://www.udacity.com/course/introduction-to-data-analytics-for-business--cd0022,a month,Beginner,Introduction to Data,"Learn the basic concepts of data analysis and descriptive statistics. Learn how to manipulate, analyze and visualize data in Excel and Google Sheets. Learn about business metrics across a wide range of business areas (marketing, sales, growth and finance). Finally, learn about forecasting sales and financial metrics.","['Basic descriptive statistics', 'Basic spreadsheet use', 'Business KPIs', 'Categorical data visualization', 'Chart types', 'Data validation in spreadsheets', 'Data visualization in spreadsheets', 'Finance metrics', 'Forecast modeling in spreadsheets', 'Growth metrics', 'Inferential statistics', 'Marketing metrics', 'Pivot tables', 'Professional presentations', 'Quantitative data visualization', 'Sales metrics', 'Spreadsheet functions']"
cd0021,PaidCourse,https://www.udacity.com/course/introduction-to-sql--cd0021,25 days,Beginner,Introduction to SQL,"SQL is one of the most versatile tools available for extracting insights from stored data.
Learn how to execute core SQL commands to define, select, manipulate, control access, aggregate, and join data and data tables. Understand when and how to use subqueries, several window functions, and partitions to complete complex tasks. Clean data, optimize SQL queries and write select advanced JOINs to enhance analysis performance, explain which cases you would want to use particular SQL commands, and apply the results from queries to address business problems. 
","['Data cleaning', 'SQL aggregations', 'SQL joins', 'SQL queries', 'SQL query performance tuning', 'SQL subqueries', 'SQL window functions']"
cd0020,PaidCourse,https://www.udacity.com/course/product-strategy--cd0020,13 days,Beginner,Product Strategy for Product Managers,"The most effective products start with a comprehensive market-based, insight-driven strategy. Understand the role that product managers play during product development, with a focus on activities that happen early in the product development cycle. Learn how to identify the right problems to solve through market research, target user definition, and market sizing. Create a compelling vision and strategy that will set up the team to solve those problems. Understand how to communicate effectively to get people excited and bought into your ideas.","['Active listening', 'Business model canvasses', 'Competitive analysis', 'Minimal viable products', 'Mixed methods market research', 'Negotiation', 'Problem validation', 'Product KPIs', 'Product development cycle', 'Product management basics', 'Product proposals', 'Product requirements documents', 'Product validation', 'Professional presentations', 'Requirements gathering', 'Return on investment', 'Stakeholder management', 'Storytelling', 'Total addressable market', 'User personas']"
cd0019,PaidCourse,https://www.udacity.com/course/experimental-design-and-recommendations--cd0019,24 days,Advanced,Unsupervised Machine Learning and Recommendation Systems,"This course covers advanced data science topics related to unsupervised machine learning. You will apply techniques including clustering and dimensionality reduction, then learn about the different strategies for generating personalized recommendations. The final lesson of the course covers practical advice for data scientists using unsupervised models in the real world, including how to test them both ""online"" and ""offline"". For the final project, you will build a hybrid recommendation system for data science articles.","['Actionable insight generation', 'Basic unsupervised learning', 'Business metrics', 'Cluster validation', 'Dimensionality reduction', 'Evaluating unsupervised learning models', 'Feature visualization', 'Hierarchical clustering models', 'K-means clustering', 'Latent variables', 'Matrix factorization', 'Principal component analysis', 'Recommendation engines', 'Recommender system limitations', 'Similarity Score', 'Types of recommenders']"
cd0018,PaidCourse,https://www.udacity.com/course/data-engineering-for-data-scientists--cd0018,25 days,Advanced,Data Science Pipelines,"Pipelines are essential tools for data scientists. They enable you to seamlessly combine various different features and preprocessing approaches into a single pipeline object. In this course, you will build reproducible, modular scikit-learn pipelines that prevent subtle data leakage issues and allow you to harness new types of data. These data sources include image data, where you will leverage SVM (support vector machine) and CNN (convolutional neural network) models, and text data, where you will leverage modern NLP (natural language processing) tools including LLMs (large language models) hosted on Hugging Face.","['Computer vision fluency', 'Convolutional neural networks', 'Data pre-processing for ML', 'Feature extraction', 'Hyperparameter tuning', 'Image pre-processing', 'Lemmatization', 'Machine learning pipeline creation', 'Model cross-validation', 'NLP models', 'NLP pipelines', 'Opencv', 'Part of speech tagging', 'PyTorch', 'Stemming', 'Support vector machines', 'Tokenization']"
cd0017,PaidCourse,https://www.udacity.com/course/introduction-to-data-science--cd0017,17 days,Advanced,Introduction to Data Science and Supervised Machine Learning,"This course is for data analysts who want to apply machine learning. You will begin with an introduction to the fundamental concepts and processes that differentiate data science from other fields. Then you will dive deeper into machine learning algorithms, including underlying math concepts like gradient descent, ensemble models like random forests, and an introduction to neural networks and deep learning. Once you can harness these algorithms, you will apply model evaluation techniques for both accuracy and fairness. The course culminates with advice for effectively communicating findings to stakeholders. Your final project will involve building a machine learning model and writing a blog post about your analysis, to build your data science portfolio.","['AI algorithms in Python', 'Basic supervised machine learning', 'Blog posts', 'CRISP-DM', 'Data storytelling', 'Feature importance calculation', 'Github portfolios', 'Gradient descent', 'Model bias analysis', 'Model evaluation', 'Neural network basics', 'Random forest models', 'Tree-based models', 'scikit-learn']"
cd0014,PaidCourse,https://www.udacity.com/course/advanced-data-analysis-with-power-bi--cd0014,28 days,Beginner,Advanced Data Analysis with Power BI,"Using Power BI, the overarching goal of the course is to help students become effective at the process of retrieving, analyzing, and visualizing data in order to answer questions and draw conclusions. After learning about descriptive and inferential statistics, histograms, linear regression, and the concepts of correlation and probability, the course moves into M, the language of Power Query to build custom formulas as part of the data transformation process.  Students then learn the language of DAX to analyze data. The final lesson of the course goes through a number of visualizations in Power BI and explores how those visuals may be used, edited, or enhanced to effectively relay information to an audience. ","['Advanced data visualizations', 'Basic descriptive statistics', 'Data fluency', 'Data transformation', 'Data visualization design', 'Dax', 'Historical data analysis', 'Power BI Calculated Columns and Measures', 'Power query', 'Predictive analytics', 'Stakeholder management']"
cd0013,PaidCourse,https://www.udacity.com/course/creating-visualizations-with-power-bi--cd0013,20 days,Beginner,Creating Visualizations with Power BI,"In this course, students will learn how to carry Power BI beyond mere bar charts and transform their reports into data exploration & storytelling tools that companies can use to better understand their data.","['Advanced data visualizations', 'Basic data visualizations', 'Business metrics', 'Business reporting fluency', 'Data storytelling', 'Data visualization', 'Data visualization design', 'Power BI Report Customization', 'Power BI Report Design', 'Stakeholder management']"
cd0012,PaidCourse,https://www.udacity.com/course/preparing-and-modeling-data--cd0012,30 days,Beginner,Preparing and Modeling Data with Power BI,"This course is a crucial step in Power BI for anyone who needs to mash together multiple data sources, clean them, restructure them, and harmonize them into a single and efficient data model to support reporting. We’ll cover Power BI’s built-in Extract-Transform-Load (ETL) tool, Power Query, learn foundational data modeling principles, cover some introductory DAX (Data Analytics Expressions), and touch on troubleshooting and optimization. ","['Business reporting fluency', 'Data extraction', 'Data transformation', 'Dax', 'Power BI Calculated Columns and Measures', 'Power BI Data Pipeline', 'Power BI Data Types', 'Power BI Get Data', 'Power BI Report Design', 'Power query', 'Relational data models', 'Stakeholder management', 'Table design']"
cd0011,PaidCourse,https://www.udacity.com/course/large-codebases-with-libraries--cd0011,21 days,Intermediate,Large Python Codebases with Libraries,"Learn how you can write, structure, and extend your code to be able to support developing large systems at scale. Understand how you can leverage open source libraries to quickly add advanced functionality to your code and how you can package your code into libraries of your own. Apply Object Oriented Programming to ensure that your code remains modular, clear, and understandable. Honing these skills are the foundations for building codebases that are maintainable and efficient as they grow to tens of thousands of lines.","['API fluency', 'Abstraction', 'Application dependency management', 'Application routing', 'Application servers', 'Command line tools', 'Fetching data', 'Flask', 'Inheritance', 'Modular code', 'Object creation design patterns', 'Object-oriented Python', 'Pep8', 'Pip', 'Python best practices', 'Python library fluency', 'Python modules', 'Python package management', 'Python scripting', 'Python virtual environments', 'Pythonic design patterns', 'REST APIs', 'Scripting', 'Web services']"
cd0010,PaidCourse,https://www.udacity.com/course/advanced-python-techniques--cd0010,26 days,Intermediate,Advanced Python Techniques,"In this course, you will learn advanced Python skills and master a myriad of modern subject matter.","['Code debugging', 'File i/o', 'Functional programming concepts', 'JSON', 'Magic methods', 'Object creation design patterns', 'Object-oriented Python', 'Object-oriented design patterns', 'Python best practices', 'Python classes', 'Python data structures', 'Python data types', 'Python decorator functions', 'Python exception handling', 'Python function definition', 'Python namespaces', 'Pythonic design patterns']"
cd0006,PaidCourse,https://www.udacity.com/course/progress-communication-and-organizational-agility--cd0006,25 days,Beginner,"Progress, Communication, and Organizational Agility","In this course, you will learn how to communicate project progress and status through information radiators, guide, and direct organizational agility through the use of metrics and how to create those metrics, and differentiate between patterns to mimic and anti-patterns to avoid. You will also learn how to identify and mitigate risk and build an internal team communication strategy and an external communication strategy that works effectively for the relevant stakeholder audience. ","['Agile communication', 'Agile fluency', 'Agile governance', 'Agile metrics', 'Agile velocity', 'Big visible information radiator', 'Continuous improvement', 'Project risk mitigation', 'Sprint retrospectives', 'Technical debt management']"
cd0004,PaidCourse,https://www.udacity.com/course/governance-risk-and-compliance--cd0004,27 days,Beginner,"Governance, Risk, and Compliance","This course provides an overview of governance, risk, and compliance. It focuses on the importance of GRC, identifying GRC concerns, and ways to mitigate those concerns.","['Cybersecurity business context', 'Cybersecurity compliance', 'Cybersecurity controls', 'Cybersecurity grc', 'Cybersecurity policy writing', 'Cybersecurity risk management', 'Cybersecurity standards fluency', 'Cybersecurity training strategies', 'Security auditing', 'Security risk classification', 'Security risk remediation', 'Stakeholder management', 'Value-based security risk assessment']"
cd0003,PaidCourse,https://www.udacity.com/course/threats-vulnerabilities-and-incident-response--cd0003,23 days,Beginner,"Threats, Vulnerabilities, and Incident Response","Cybersecurity breaches happen when a threat is able to successfully exploit a vulnerability within a business. To avoid these attacks, security professionals must understand the threats the company is facing, including the various threat actors and their motivations. Security professionals must also be able to find vulnerabilities that can enable threats to attack through common practices such as vulnerability scanning and penetration testing. Finally, security professionals should be able to activate and follow incident response procedures to address cybersecurity incidents and breaches. Ultimately, during this course, students will learn how to identify security threats and gaps, fix issues, and respond to inevitable attacks.","['Cybersecurity incident response playbooks', 'Offensive security', 'Security architecture fundamentals', 'Threat intelligence', 'Vulnerability management']"
cd0002,PaidCourse,https://www.udacity.com/course/defending-and-securing-systems--cd0002,22 days,Beginner,Defending and Securing Systems,"In this course, students will be exposed to a diverse group of technologies that will provide or enhance the
skills needed to enter the cybersecurity field. Students will apply best practices of Defense in Depth to secure
computer systems, use outputs from security incidents to analyze and improve future network security, and search internal systems to determine network vulnerabilities. Students will also learn how to recommend mitigations to address common application vulnerabilities and ensure fundamental encryption techniques for securing data at rest and in transit.","['Computer networking basics', 'Cryptography', 'Data security fundamentals', 'Did framework', 'Firewall rules', 'Firewalls', 'Intrusion detection systems', 'Intrusion protection systems', 'Network security best practices', 'Network security reports', 'Nist 800-series', 'Security assessment', 'Security information and event management', 'Systems security']"
cd0001,PaidCourse,https://www.udacity.com/course/cybersecurity-foundations--cd0001,21 days,Beginner,Cybersecurity Foundations,"Security is embedded in all we do online and is a critical job skill and career field. This foundations course explains security fundamentals including core principles, critical security controls, and cybersecurity best practices. Students will also evaluate specific security techniques used to administer a system that meets industry standards and core controls, assess high-level risks, vulnerabilities, and attack vectors of a sample system, and explain ways to establish and maintain the security of different types of computer systems.","['Cis controls', 'Cybersecurity business context', 'Cybersecurity fluency', 'Cybersecurity governance', 'Cybersecurity regulations and standards', 'Cybersecurity risk management', 'Data privacy regulations', 'Email security', 'Exploit detection', 'Identity and access management fundamentals', 'Nist cybersecurity framework', 'Patch management', 'Security architecture fundamentals', 'Threat intelligence', 'Vulnerability management']"
ud994,FreeCourse,https://www.udacity.com/course/what-is-programming--ud994,5 hours,,What is Programming?,Uncover the basics of programming and explore the world of coding.,[]
ud989,FreeCourse,https://www.udacity.com/course/javascript-design-patterns--ud989,a month,,JavaScript Design Patterns,Learn the importance of code organization and how to implement it with either vanilla JavaScript or an organizational library or framework.,[]
ud9876,FreeCourse,https://www.udacity.com/course/cyber-physical-systems-design-analysis--ud9876,24 days,,Cyber-Physical Systems Design & Analysis,,[]
ud981,FreeCourse,https://www.udacity.com/course/segmentation-and-clustering--ud981,4 hours,,Segmentation and Clustering,,[]
ud980,FreeCourse,https://www.udacity.com/course/time-series-forecasting--ud980,4 hours,,Time Series Forecasting,"Learn the fundamentals of time series forecasting and develop proficiency in ETS and ARIMA models, two the most commonly used models in forecasting. ",[]
ud979,FreeCourse,https://www.udacity.com/course/ab-testing-business-analysts--ud979,4 hours,,A/B Testing for Business Analysts,Learn how to design business experiments and analyze results through developing proficiency in randomized and matched-pair design A/B tests. ,[]
ud978,FreeCourse,https://www.udacity.com/course/classification-models--ud978,5 hours,,Classification Models,"Learn how to use classification models to predict non-numeric outcomes, such as whether a customer will respond to a marketing campaign, default on a loan, or cancel a subscription.",[]
ud977,FreeCourse,https://www.udacity.com/course/creating-an-analytical-dataset--ud977,4 hours,,Creating an Analytical Dataset,Learn how to prepare data to ensure the efficacy of your analysis while improving fluency in Alteryx.,[]
ud976,FreeCourse,https://www.udacity.com/course/problem-solving-with-advanced-analytics--ud976,3 hours,,Problem Solving with Advanced Analytics,"Learn a scientific approach to solving problems with data, how to select the correct analytical methodology for an analysis, and how to use linear regression to solve business problems.",[]
ud954,FreeCourse,https://www.udacity.com/course/artificial-intelligence--ud954,2 hours,,Artificial Intelligence,,[]
ud953,FreeCourse,https://www.udacity.com/course/linear-algebra-refresher-course--ud953,9 days,,Linear Algebra Refresher Course,Learn linear algebra by doing: you will code your own library of linear algebra functions!,[]
ud944,FreeCourse,https://www.udacity.com/course/data-science-interview-prep--ud944,7 days,,Data Science Interview Preparation,"Prepare for Data Science Interview by practicing data analysis, machine learning and data structure and algorithms questions.",[]
ud942,FreeCourse,https://www.udacity.com/course/managing-remote-teams-with-upwork--ud942,an hour,,Managing a Remote Workforce,,[]
ud940,FreeCourse,https://www.udacity.com/course/advanced-android-with-kotlin--ud940,23 days,,Advanced Android with Kotlin,"Go beyond the basics of building an Android app with ""Advanced Android with Kotlin"". This course teaches you how to add a range of advanced features to your app, starting with best practices for using",[]
ud923,FreeCourse,https://www.udacity.com/course/introduction-to-operating-systems--ud923,2 months,,Introduction to Operating Systems,"Introduction to Operating Systems teaches the basic operating system abstractions, mechanisms, and their implementations.",[]
ud919,FreeCourse,https://www.udacity.com/course/model-building-and-validation--ud919,4 hours,,Model Building and Validation,This course will teach you how to start from scratch in understanding and paying attention to what is important in the data and how to answer questions about data,[]
ud905,FreeCourse,https://www.udacity.com/course/build-native-mobile-apps-with-flutter--ud905,11 days,,Build Native Mobile Apps with Flutter,,[]
ud902,FreeCourse,https://www.udacity.com/course/learn-swift-programming-syntax--ud902,29 days,,Learn Swift Programming Syntax,"This course focuses on the syntax of the Swift programming language. By the end of the course, you'll be able to apply Swift essentials to building iOS apps.",[]
ud9012,FreeCourse,https://www.udacity.com/course/developing-android-apps-with-kotlin--ud9012,3 months,,Developing Android Apps with Kotlin,"Learn to architect and develop Android apps in the Kotlin programming language using industry-proven tools and libraries. Create apps in less time, writing less code, with fewer errors.",[]
ud9011,FreeCourse,https://www.udacity.com/course/kotlin-bootcamp-for-programmers--ud9011,11 days,,Kotlin Bootcamp for Programmers,,[]
ud899,FreeCourse,https://www.udacity.com/course/offline-web-applications--ud899,5 hours,,Offline Web Applications,Learn how to develop offline-first web application using Service Workers and IndexedDB.,[]
ud898,FreeCourse,https://www.udacity.com/course/javascript-promises--ud898,3 hours,,JavaScript Promises,Learn how to simplify asynchronous work with Native JavaScript Promises!,[]
ud897,FreeCourse,https://www.udacity.com/course/client-server-communication--ud897,9 days,,Client-Server Communication,"This course will guide you through how a client communicates with a server. You'll learn about the HTTP request and response cycle, HTTP headers and verbs, and differences between HTTP/1 and HTTP/2.",[]
ud893,FreeCourse,https://www.udacity.com/course/responsive-web-design-fundamentals--ud893,19 days,,Responsive Web Design Fundamentals,Learn and practice strategies for developing websites that look great on every device! Made with Google's Pete LePage.,[]
ud892,FreeCourse,https://www.udacity.com/course/web-tooling-automation--ud892,2 hours,,Web Tooling & Automation,"In this course, you’ll learn how to setup your development environment and save a lot of time and effort with automatic optimization.",[]
ud891,FreeCourse,https://www.udacity.com/course/web-accessibility--ud891,9 days,,Web Accessibility,In this course you’ll get hands-on experience making web applications accessible. You’ll understand when and why users need accessibility. Then you’ll dive into the “how”,[]
ud890,FreeCourse,https://www.udacity.com/course/building-high-conversion-web-forms--ud890,2 hours,,Building High Conversion Web Forms,"Increase conversions with best practices for fast, efficient forms! Learn how to design and build web forms for users on any device.",[]
ud888,FreeCourse,https://www.udacity.com/course/kotlin-for-android-developers--ud888,an hour,,Kotlin for Android Developers,"Take an Android notepad app and convert it from Java to Kotlin, learning key features of the Kotlin programming language along the way.",[]
ud882,FreeCourse,https://www.udacity.com/course/responsive-images--ud882,14 days,,Responsive Images,Go beyond image tags! Learn how to make images a part of your responsive design workflow.,[]
ud860,FreeCourse,https://www.udacity.com/course/browser-rendering-optimization--ud860,25 days,,Browser Rendering Optimization,This course will demystify the browser's rendering pipeline and make it easy for you to build high performance web apps.,[]
ud849,FreeCourse,https://www.udacity.com/course/ux-design-for-mobile-developers--ud849,14 days,,UX Design for Mobile Developers,This is a design course made for developers. You'll learn UX design skills which will help you make 5-star mobile apps that your users will love.,[]
ud821,FreeCourse,https://www.udacity.com/course/software-architecture-design--ud821,24 days,,Software Architecture & Design,Software Architecture and Design teaches the principles and concepts involved in the analysis and design of large software systems.,[]
ud811,FreeCourse,https://www.udacity.com/course/intro-to-progressive-web-apps--ud811,an hour,,Intro to Progressive Web Apps,"Learn how to build a progress web app, leverage Service Workers to enable your web applications to work offline, and allow users to install your app to their device's home screen.",[]
ud810,FreeCourse,https://www.udacity.com/course/introduction-to-computer-vision--ud810,a month,,Introduction to Computer Vision,"This course provides an introduction to computer vision including fundamentals, methods for application and machine learning classification.",[]
ud806,FreeCourse,https://www.udacity.com/course/get-your-startup-started--ud806,26 days,,Get Your Startup Started,Acquire the know-how necessary to see your business grow towards its next milestone.,[]
ud805,FreeCourse,https://www.udacity.com/course/software-development-process--ud805,15 days,,Software Development Process,"Software Development Processes explores requirements engineering, architecture and design, testing, and software quality in general.",[]
ud803,FreeCourse,https://www.udacity.com/course/intro-to-javascript--ud803,18 days,,Intro to JavaScript,Learn the fundamentals of JavaScript syntax. Explore JavaScript fundamentals by learning how to define variables and use data types to represent data in your code.,[]
